,commit id,categories,commit_message
124,3c93d00,"['Testing', 'Feature Add']","HTTPCLIENT-860: HttpClient no longer converts redirects of PUT/POST to GET for status codes 301, 302, 307, as required by the HTTP spec

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@794051 13f79535-47bb-0310-9956-ffa450edef68
"
125,43714ad,['Bug fix'],"Fixed status notification bug in IOReactorImpl shutdown code
"
126,586bfb7,"['Testing', 'Maintenance', 'Refactoring']","HTTPCORE-451: Add a TimeValue class to wrap a long and a TimeUnit. Add missing methods for MICROSECONDS and NANOSECONDS TimeUnits.

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1792537 13f79535-47bb-0310-9956-ffa450edef68
"
127,604a37f,"['Testing', 'Maintenance']","RFC 7230: reject messages with incompatible major protocol version

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpcore/trunk@1681814 13f79535-47bb-0310-9956-ffa450edef68
"
128,02f02e7,"['Maintenance', 'Feature Add']","o The channel is declared in the AbstractIoChannel as a
SelectableChannel
o Casting the channel to reflect its nature in NioTcpSession and
NioUdpSession
o Added a processSessionCreated() method in AbstractIoChannel"
129,8ee4890,"['Testing', 'Refactoring', 'Maintenance', 'Feature Add']","adding BIO based UDP server (WIP)
"
130,833d6e1,"['Documentation', 'Maintenance', 'Clean up']","removed some raw exceptions
"
131,8096739,"['Testing', 'Documentation']","moved IoBuffer to codec project because it's usefull only for decoder implementation
"
132,0d23710,['Maintenance'],"Moved the setConnected() into the register callback, to make sure it's executed on one single thread

git-svn-id: https://svn.apache.org/repos/asf/mina/mina/trunk@1428682 13f79535-47bb-0310-9956-ffa450edef68
"
133,cf8c21b,"['Maintenance', 'Refactoring', 'Feature Add']","o Added the IoSession.isCreated() method
o Added the changeState(SessionState from, SessionState to) method
o Protected the session state with a ReentrantReadWriteLock
o Added the processHandShake method (not finished yet)
o Some other minor refactoring

git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@1211201 13f79535-47bb-0310-9956-ffa450edef68
"
134,b2ee191,"['Feature Add', 'Token Replace', 'Refactoring']","o Added the SshHelper class to manage the SSL communication and handshake
o Renamed addSslContext to setSslContext
o Added the IoSession.initSecure(SSLContext) method
o Refactored the NioSelectorProcessor by extracting all the actions from the main loop, to make it clearer (some methods have been added)


git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@1211031 13f79535-47bb-0310-9956-ffa450edef68
"
135,a65aaa2,['Bug fix'],"fixing NPE on write request without futures

git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@1208745 13f79535-47bb-0310-9956-ffa450edef68
"
136,3140e0b,['Module Remove'],"Removed the renamed modules

git-svn-id: https://svn.apache.org/repos/asf/mina/trunk@995778 13f79535-47bb-0310-9956-ffa450edef68
"
137,55ca881,"['Testing', 'Build', 'Maintenance', 'Indentation']","Activated Checkstyle's EmptyLineSeparator rule
"
138,cbb92d2,"['Testing', 'Maintenance', 'Build']","[SSHD-727] Upgrade used EdDSA artifact version to 1.1
"
139,7f52ea8,"['Maintenance', 'Documentation']","Added some more documentation comments to AbstractSession
"
140,fa0af69,"['Testing', 'Refactoring', 'Maintenance']","Define SessionHolder + update the various Client/Session
"
141,13818de,"['Testing', 'Maintenance', 'Refactoring', 'Build', 'Feature Add']","[SSHD-613] Support a 'callback' method for session password identities
"
142,e0041fc,"['Testing', 'Maintenance', 'Bug fix']","[SSHD-604] hmac-sha2-512 is using the wrong algorithm
"
143,d966cb6,"['Testing', 'Cross', 'Feature Add']","[SSHD-589] Auto-detect max. supported DH group exchange key size
"
144,421faf5,"['Refactoring', 'Maintenance']","[SSHD-434] Use a standard helper API for accessing FactoryManager properties
"
145,004c204,"['Testing', 'Maintenance']","SSHD-334: add option to disable key-pair overwrite.
"
146,c1a6b58,['Token Replace'],"[SSHD-286] Rename getClientFactoryManager/getServerFactoryManager to getFactoryManager with return type override.
"
147,9861e80,['Feature Add'],[SSHD-273] Add RFC 6668 (HMAC SHA-2) support
148,bf7c8b8,['Maintenance'],[SSHD-221] Don't hardwire the service in the user auth code
149,b6d49f9,['Maintenance'],"[sshd] Fix SFTPSubsystem requirement on Java 6

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@939574 13f79535-47bb-0310-9956-ffa450edef68
"
150,1e17545,['Maintenance'],"Add some constructors to the host key generator for ease of use in embedded mode

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@783375 13f79535-47bb-0310-9956-ffa450edef68
"
151,f26b5f7,"['Testing', 'Refactoring']","[SSHD-205] Refactor tcpip forwarding support to be symmetric between client and server
Also improve tests a bit.

git-svn-id: https://svn.apache.org/repos/asf/mina/sshd/trunk@1434654 13f79535-47bb-0310-9956-ffa450edef68
"
152,63037c7,['Bug fix'],"NUTCH-2394 Fix of bugs detected by static code analysis
- String.trim() without assignment
- avoid strings to fail as regex.Pattern
- possible NPE in URLPartitioner: reworked code
"
153,9714c44,['Clean up'],"removed old Nutch classes, mostly Writables

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/nutchbase@965456 13f79535-47bb-0310-9956-ffa450edef68
"
154,45b5cf7,"['Clean up', 'Maintenance']","Rewrite distributed search to use RPC.

git-svn-id: https://svn.apache.org/repos/asf/incubator/nutch/trunk@167994 13f79535-47bb-0310-9956-ffa450edef68
"
155,edf9d11,['Build'],"- fix for NUTCH-873 Ivy configuration settings don't include Gora

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@983322 13f79535-47bb-0310-9956-ffa450edef68
"
156,0032314,"['Testing', 'Build']","NUTCH-913 - Nutch should use new namespace for Gora


git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1027471 13f79535-47bb-0310-9956-ffa450edef68
"
157,15eefe7,['Bug fix'],"Bug in setting default linkdb path

There was an extra if condition in run( ) method where it sets linkdb path. It is evident when we use nutch REST api."
158,faed27a,['Maintenance'],"NUTCH-2281 Support non-default FileSystem

Instead of
  FileSystem fs = FileSystem.get(getConf());
use
  FileSystem fs = path.getFileSystem(getConf());
to avoid that FileSystem and Path match.
"
159,16b73c1,"['Indentation', 'Feature Add']","Apply patch for NUTCH-2031 Create Admin End point for Nutch 1.x REST service contributed by Sujen Shah <sujen1412@gmail.com> this closes #26.

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1683218 13f79535-47bb-0310-9956-ffa450edef68
"
160,3388a10,"['Refactoring', 'Indentation', 'Maintenance', 'Bug fix', 'Feature Add']","Fix for NUTCH-1973 Job Administration end point for the REST service contributed by Sujen Shah <sujen1412@gmail.com> this closes #16.

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1675243 13f79535-47bb-0310-9956-ffa450edef68
"
161,23e28c1,['Clean up'],"removed HostDB from Nutch 1.8 trunk


git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1575282 13f79535-47bb-0310-9956-ffa450edef68
"
162,251d2be,['Clean up'],"Remove FetcherOutput.java

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1433897 13f79535-47bb-0310-9956-ffa450edef68
"
163,09e3cfb,['Documentation'],"trivial commit to properly annotate fallthrough scenarios in break statements, hence supressing the warnings.

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1291278 13f79535-47bb-0310-9956-ffa450edef68
"
164,5623c32,"['Maintenance', 'Documentation']","commit to try and resolve NUTCH-1176, I expect this not to work 1st time, N.B. This doesn't change or even touch syntax of code.

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@1231517 13f79535-47bb-0310-9956-ffa450edef68
"
165,2c8e6e8,"['Refactoring', 'Maintenance']","NUTCH-1067 Configure minimum throughput for fetcher and NUTCH-1102 Fetcher to rely on fetcher.parse directive

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/branch-1.4@1170526 13f79535-47bb-0310-9956-ffa450edef68
"
166,8ed07ed,"['Refactoring', 'Maintenance', 'Build']","NUTCH-987, NUTCH-1036 Solr HTTP auth support and Hadoop reporter counter increments

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/branch-1.4@1146035 13f79535-47bb-0310-9956-ffa450edef68
"
167,c738668,['Maintenance'],"NUTCH-1000 Add option not to commit to Solr

git-svn-id: https://svn.apache.org/repos/asf/nutch/branches/branch-1.4@1139357 13f79535-47bb-0310-9956-ffa450edef68
"
168,576c159,['Module Move'],"- per comments on NUTCH-863, move this into src/java instead of src/test

git-svn-id: https://svn.apache.org/repos/asf/nutch/trunk@982103 13f79535-47bb-0310-9956-ffa450edef68
"
169,da758fc,['Maintenance'],"NUTCH-765 - Allow Crawl class to call Either Solr or Lucene Indexer.

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@883014 13f79535-47bb-0310-9956-ffa450edef68
"
170,f6b4d90,['Feature Add'],"NUTCH-647: Resolve URLs tool

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@722478 13f79535-47bb-0310-9956-ffa450edef68
"
171,f12d044,"['Testing', 'Maintenance']","NUTCH-443 - Allow parsers to return multiple Parse objects.


git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@536606 13f79535-47bb-0310-9956-ffa450edef68
"
172,13918f7,"['Cross', 'Build']","NUTCH-303 : Make use of the Commons Logging API and use log4j as the default implementation

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@413742 13f79535-47bb-0310-9956-ffa450edef68
"
173,25437bc,"['Testing', 'Module Remove', 'Maintenance', 'Build']","NUTCH-193: MapReduce and NDFS code moved to new project, Hadoop.  See bug report for details.

git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@374796 13f79535-47bb-0310-9956-ffa450edef68
"
174,b117756,"['Maintenance', 'Build', 'Bug fix', 'Feature Add']","A framework for using different page signature implementations. Ordinary
MD5 hash of a raw page content is very often unsuitable, when many
near-duplicate pages are crawled.

Now users can select their own page signature implementation, possibly
with better properties than the old one.

Two implementations are provided:

* MD5Signature: backward-compatible with the old schema.

* TextProfileSignature: an example implementation of a signature, which
  gives the same values for near-duplicate pages. Please see Javadoc for
  more information.

This commit changes the CrawlDatum to store page signatures in CrawlDb.
Last modified time field was added, too. Both changes are in preparation
for patches implementing self-adjustable fetch interval.

NutchConf was extended to store and retrieve also plain Object values.
This is useful when caching per-job instances.

StringUtil: added methods to display / parse byte[] values.

Added SegmentReader (based on a contribution in NUTCH-121 by Rod Taylor).

Fixed Fetcher to actually use the command-line parameters.


git-svn-id: https://svn.apache.org/repos/asf/lucene/nutch/trunk@359822 13f79535-47bb-0310-9956-ffa450edef68
"
175,efa2576,['Clean up'],"OPENNLP-1002 Remove deprecated GIS class
"
176,9c14051,['Clean up'],"Remove deprecated API from the Parser

See issue OPENNLP-886
"
177,6f8ac2c,"['Maintenance', 'Refactoring', 'Feature Add']","OPENNLP-580 Added a factory to construct the name finder

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1576085 13f79535-47bb-0310-9956-ffa450edef68
"
178,1c28d97,['Feature Add'],"OPENNLP-658 Added an interface for the sequence coding. And implementations for IOB2 and BILOU coding 

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1572990 13f79535-47bb-0310-9956-ffa450edef68
"
179,8f1c145,"['Testing', 'Maintenance']","OPENNLp-118 Replaced the EventStream with ObjectStream<Event>

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1567990 13f79535-47bb-0310-9956-ffa450edef68
"
180,e9cfbc5,['Maintenance'],"OPENNLP-641 Updated usage of TrainFactory

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1562815 13f79535-47bb-0310-9956-ffa450edef68
"
181,89985de,['Feature Add'],"OPENNLP-623 Added OntoNotes format support for the parser and pos tagger.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1555079 13f79535-47bb-0310-9956-ffa450edef68
"
182,2be8a41,"['Refactoring', 'Clean up', 'Maintenance', 'Feature Add']","OPENNLP-611
GeoHashBinScorer has java 1.7 dependant objects.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1536650 13f79535-47bb-0310-9956-ffa450edef68
"
183,740d5a5,['Feature Add'],"OPENNLP-560 Initial check in of brat format parsing code for the name finder.

git-svn-id: https://svn.apache.org/repos/asf/opennlp/trunk@1483759 13f79535-47bb-0310-9956-ffa450edef68
"
184,58051d0,['Maintenance'],"Added functionality to allow users to implement functions to be used as predicates.
"
185,023f863,"['Testing', 'Maintenance']","PHOENIX-3680 Do not issue delete markers when dropping a column from an immutable encoded table
"
186,c98cda7,"['Testing', 'Maintenance', 'Build']","PHOENIX-1642 Make Phoenix Master Branch pointing to HBase1.0.0
"
187,3130fa9,"['Testing', 'Refactoring', 'Maintenance']","PHOENIX-2995 Write performance severely degrades with large number of views
"
188,39a982d,['Maintenance'],"PHOENIX-2653 Use data.tx.zookeeper.quorum property to initialize TransactionServiceClient falling back to HBase ZK quorum setting
"
189,7d7c217,"['Testing', 'Bug fix']","PHOENIX-2160 - Projection of specific array index does not work (Dumindu
Buddhika)
"
190,caf65ca,"['Testing', 'Feature Add']","PHOENIX-2140 Implement get_byte/set_byte/get_bit/set_bit Binary String build-in function (Shuxiong Ye)
"
191,c0ad8cf,['Maintenance'],"PHOENIX-2060 - Implement ARRAY_FILL built in function (Dumindu Buddhika)
"
192,7bc9cce,"['Testing', 'Documentation', 'Indentation', 'Build']","PHOENIX-1763 Support building with HBase-1.1.0
"
193,986080f,['Feature Add'],"PHOENIX-1705 implement ARRAY_APPEND built in function (Dumindu Buddhika)
"
194,e910d8d,['Maintenance'],"PHOENIX-1725. Extract changes applicable to 4.0 branch (Jeffrey Zhong and Devaraj Das)
"
195,eee98b6,['Source Control'],"PHOENIX-1369 Add back encode/decode methods as deprecated
"
196,b435dac,"['Token Replace', 'Rename']","Rename stat package to stats
"
197,f7c1889,"['Testing', 'Maintenance']","Phoenix-952 Support ANY and ALL built-ins for ARRAYs (Ram)
"
198,748b76f,"['Testing', 'Feature Add']","PHOENIX-938 Use higher priority queue for index updates to prevent deadlock (jyates)
"
199,53f7d3c,"['Maintenance', 'Build']","Port Phoenix to Hbase0.98
"
200,73a2e60,"['Testing', 'Bug fix']","Fix issue PHOENIX-9 Incorrect behaviors in choosing index plans and getting results by column names caused by case-sensitive columns
"
201,e8c4658,['Source Control'],"Revert ""RANGER-993: Row filtering and column masking audit log fix""

This reverts commit d21e6bb47edd8d7c6bda014a2899099c501c7585.
"
202,42d8db5,"['Build', 'Feature Add']","RANGER-842: This patch adds PAM auth support to ranger-admin, including the remote authentication.

To activate:

* set ranger.authentication.method to PAM .
* create /etc/pam.d/ranger-remote (not configurable)
* create /etc/pam.d/ranger-admin (configurable)
* set ranger.pam.service property to ""ranger-admin"" (standard) or the name you configured above

Signed-off-by: sneethiraj <sneethir@apache.org>
Signed-off-by: rmani <rmani@hortonworks.com>
"
203,f3123e6,"['Maintenance', 'Clean up', 'Build']","More PMD rules + consolidating some code

git-svn-id: https://svn.apache.org/repos/asf/santuario/xml-security-java/trunk@1721033 13f79535-47bb-0310-9956-ffa450edef68
"
